frame,lat,lon,ele,incline
22483,33.998859,-80.988927,88.3,-1.40
22484,33.998859,-80.988927,88.3,-1.40
22485,33.998859,-80.988927,88.3,-1.40
22486,33.998859,-80.988927,88.3,-1.40
22487,33.998859,-80.988927,88.3,-1.40
22488,33.998859,-80.988927,88.3,-1.40
22489,33.998859,-80.988927,88.3,-1.40
22490,33.998859,-80.988927,88.3,-1.40
22491,33.998844,-80.988881,88.2,-0.73
22492,33.998844,-80.988881,88.2,-0.73
22493,33.998844,-80.988881,88.2,-0.73
22494,33.998844,-80.988881,88.2,-0.73
22495,33.998844,-80.988881,88.2,-0.73
22496,33.998844,-80.988881,88.2,-0.73
22497,33.998844,-80.988881,88.2,-0.73
22498,33.998844,-80.988881,88.2,-0.73
22499,33.998844,-80.988881,88.2,-0.73
22500,33.998844,-80.988881,88.2,-0.73
22501,33.998844,-80.988881,88.2,-0.73
22502,33.998844,-80.988881,88.2,-0.73
22503,33.998844,-80.988881,88.2,-0.73
22504,33.998844,-80.988881,88.2,-0.73
22505,33.998844,-80.988881,88.2,-0.73
22506,33.998844,-80.988881,88.2,-0.73
22507,33.998844,-80.988881,88.2,-0.73
22508,33.998844,-80.988881,88.2,-0.73
22509,33.998844,-80.988881,88.2,-0.73
22510,33.998844,-80.988881,88.2,-0.73
22511,33.998844,-80.988881,88.2,-0.73
22512,33.998844,-80.988881,88.2,-0.73
22513,33.998844,-80.988881,88.2,-0.73
22514,33.998844,-80.988881,88.2,-0.73
22515,33.998844,-80.988881,88.2,-0.73
22516,33.998844,-80.988881,88.2,-0.73
22517,33.998844,-80.988881,88.2,-0.73
22518,33.998844,-80.988881,88.2,-0.73
22519,33.998844,-80.988881,88.2,-0.73
22520,33.998844,-80.988881,88.2,-0.73
22521,33.998844,-80.988881,88.2,-0.73
22522,33.998844,-80.988881,88.2,-0.73
22523,33.998844,-80.988881,88.2,-0.73
22524,33.998844,-80.988881,88.2,-0.73
22525,33.998844,-80.988881,88.2,-0.73
22526,33.998844,-80.988881,88.2,-0.73
22527,33.998844,-80.988881,88.2,-0.73
22528,33.998844,-80.988881,88.2,-0.73
22529,33.998844,-80.988881,88.2,-0.73
22530,33.998844,-80.988881,88.2,-0.73
22531,33.998844,-80.988881,88.2,-0.73
22532,33.998844,-80.988881,88.2,-0.73
22533,33.998844,-80.988881,88.2,-0.73
22534,33.998844,-80.988881,88.2,-0.73
22535,33.998844,-80.988881,88.2,-0.73
22536,33.998844,-80.988881,88.2,-0.73
22537,33.998844,-80.988881,88.2,-0.73
22538,33.998844,-80.988881,88.2,-0.73
22539,33.998831,-80.988836,88.2,-0.73
22540,33.998831,-80.988836,88.2,-0.73
22541,33.998831,-80.988836,88.2,-0.73
22542,33.998831,-80.988836,88.2,-0.73
22543,33.998831,-80.988836,88.2,-0.73
22544,33.998831,-80.988836,88.2,-0.73
22545,33.998831,-80.988836,88.2,-0.73
22546,33.998831,-80.988836,88.2,-0.73
22547,33.998831,-80.988836,88.2,-0.73
22548,33.998831,-80.988836,88.2,-0.73
22549,33.998831,-80.988836,88.2,-0.73
22550,33.998831,-80.988836,88.2,-0.73
22551,33.998831,-80.988836,88.2,-0.73
22552,33.998831,-80.988836,88.2,-0.73
22553,33.998831,-80.988836,88.2,-0.73
22554,33.998831,-80.988836,88.2,-0.73
22555,33.998831,-80.988836,88.2,-0.73
22556,33.998831,-80.988836,88.2,-0.73
22557,33.998831,-80.988836,88.2,-0.73
22558,33.998831,-80.988836,88.2,-0.73
22559,33.998831,-80.988836,88.2,-0.73
22560,33.998831,-80.988836,88.2,-0.73
22561,33.998831,-80.988836,88.2,-0.73
22562,33.998831,-80.988836,88.2,-0.73
22563,33.998831,-80.988836,88.2,-0.73
22564,33.998831,-80.988836,88.2,-0.73
22565,33.998831,-80.988836,88.2,-0.73
22566,33.998831,-80.988836,88.2,-0.73
22567,33.998831,-80.988836,88.2,-0.73
22568,33.998831,-80.988836,88.2,-0.73
22569,33.998831,-80.988836,88.2,-0.73
22570,33.998831,-80.988836,88.2,-0.73
22571,33.998831,-80.988836,88.2,-0.73
22572,33.998831,-80.988836,88.2,-0.73
22573,33.998831,-80.988836,88.2,-0.73
22574,33.998831,-80.988836,88.2,-0.73
22575,33.998831,-80.988836,88.2,-0.73
22576,33.998831,-80.988836,88.2,-0.73
22577,33.998831,-80.988836,88.2,-0.73
22578,33.998831,-80.988836,88.2,-0.73
22579,33.998831,-80.988836,88.2,-0.73
22580,33.998831,-80.988836,88.2,-0.73
22581,33.998831,-80.988836,88.2,-0.73
22582,33.998831,-80.988836,88.2,-0.73
22583,33.998831,-80.988836,88.2,-0.73
22584,33.998831,-80.988836,88.2,-0.73
22585,33.998831,-80.988836,88.2,-0.73
22586,33.998831,-80.988836,88.2,-0.73
22587,33.998819,-80.988786,88.2,-0.66
22588,33.998819,-80.988786,88.2,-0.66
22589,33.998819,-80.988786,88.2,-0.66
22590,33.998819,-80.988786,88.2,-0.66
22591,33.998819,-80.988786,88.2,-0.66
22592,33.998819,-80.988786,88.2,-0.66
22593,33.998819,-80.988786,88.2,-0.66
22594,33.998819,-80.988786,88.2,-0.66
22595,33.998819,-80.988786,88.2,-0.66
22596,33.998819,-80.988786,88.2,-0.66
22597,33.998819,-80.988786,88.2,-0.66
22598,33.998819,-80.988786,88.2,-0.66
22599,33.998819,-80.988786,88.2,-0.66
22600,33.998819,-80.988786,88.2,-0.66
22601,33.998819,-80.988786,88.2,-0.66
22602,33.998819,-80.988786,88.2,-0.66
22603,33.998819,-80.988786,88.2,-0.66
22604,33.998819,-80.988786,88.2,-0.66
22605,33.998819,-80.988786,88.2,-0.66
22606,33.998819,-80.988786,88.2,-0.66
22607,33.998819,-80.988786,88.2,-0.66
22608,33.998819,-80.988786,88.2,-0.66
22609,33.998819,-80.988786,88.2,-0.66
22610,33.998819,-80.988786,88.2,-0.66
22611,33.998819,-80.988786,88.2,-0.66
22612,33.998819,-80.988786,88.2,-0.66
22613,33.998819,-80.988786,88.2,-0.66
22614,33.998819,-80.988786,88.2,-0.66
22615,33.998819,-80.988786,88.2,-0.66
22616,33.998819,-80.988786,88.2,-0.66
22617,33.998819,-80.988786,88.2,-0.66
22618,33.998819,-80.988786,88.2,-0.66
22619,33.998819,-80.988786,88.2,-0.66
22620,33.998819,-80.988786,88.2,-0.66
22621,33.998819,-80.988786,88.2,-0.66
22622,33.998819,-80.988786,88.2,-0.66
22623,33.998819,-80.988786,88.2,-0.66
22624,33.998819,-80.988786,88.2,-0.66
22625,33.998819,-80.988786,88.2,-0.66
22626,33.998819,-80.988786,88.2,-0.66
22627,33.998819,-80.988786,88.2,-0.66
22628,33.998819,-80.988786,88.2,-0.66
22629,33.998819,-80.988786,88.2,-0.66
22630,33.998819,-80.988786,88.2,-0.66
22631,33.998819,-80.988786,88.2,-0.66
22632,33.998819,-80.988786,88.2,-0.66
22633,33.998819,-80.988786,88.2,-0.66
22634,33.998819,-80.988786,88.2,-0.66
22635,33.998811,-80.988732,88.1,-0.66
22636,33.998811,-80.988732,88.1,-0.66
22637,33.998811,-80.988732,88.1,-0.66
22638,33.998811,-80.988732,88.1,-0.66
22639,33.998811,-80.988732,88.1,-0.66
22640,33.998811,-80.988732,88.1,-0.66
22641,33.998811,-80.988732,88.1,-0.66
22642,33.998811,-80.988732,88.1,-0.66
22643,33.998811,-80.988732,88.1,-0.66
22644,33.998811,-80.988732,88.1,-0.66
22645,33.998811,-80.988732,88.1,-0.66
22646,33.998811,-80.988732,88.1,-0.66
22647,33.998811,-80.988732,88.1,-0.66
22648,33.998811,-80.988732,88.1,-0.66
22649,33.998811,-80.988732,88.1,-0.66
22650,33.998811,-80.988732,88.1,-0.66
22651,33.998811,-80.988732,88.1,-0.66
22652,33.998811,-80.988732,88.1,-0.66
22653,33.998811,-80.988732,88.1,-0.66
22654,33.998811,-80.988732,88.1,-0.66
22655,33.998811,-80.988732,88.1,-0.66
22656,33.998811,-80.988732,88.1,-0.66
22657,33.998811,-80.988732,88.1,-0.66
22658,33.998811,-80.988732,88.1,-0.66
22659,33.998811,-80.988732,88.1,-0.66
22660,33.998811,-80.988732,88.1,-0.66
22661,33.998811,-80.988732,88.1,-0.66
22662,33.998811,-80.988732,88.1,-0.66
22663,33.998811,-80.988732,88.1,-0.66
22664,33.998811,-80.988732,88.1,-0.66
22665,33.998811,-80.988732,88.1,-0.66
22666,33.998811,-80.988732,88.1,-0.66
22667,33.998811,-80.988732,88.1,-0.66
22668,33.998811,-80.988732,88.1,-0.66
22669,33.998811,-80.988732,88.1,-0.66
22670,33.998811,-80.988732,88.1,-0.66
22671,33.998811,-80.988732,88.1,-0.66
22672,33.998811,-80.988732,88.1,-0.66
22673,33.998811,-80.988732,88.1,-0.66
22674,33.998811,-80.988732,88.1,-0.66
22675,33.998811,-80.988732,88.1,-0.66
22676,33.998811,-80.988732,88.1,-0.66
22677,33.998811,-80.988732,88.1,-0.66
22678,33.998811,-80.988732,88.1,-0.66
22679,33.998811,-80.988732,88.1,-0.66
22680,33.998811,-80.988732,88.1,-0.66
22681,33.998811,-80.988732,88.1,-0.66
22682,33.998811,-80.988732,88.1,-0.66
22683,33.998807,-80.988679,88.1,-0.66
22684,33.998807,-80.988679,88.1,-0.66
22685,33.998807,-80.988679,88.1,-0.66
22686,33.998807,-80.988679,88.1,-0.66
22687,33.998807,-80.988679,88.1,-0.66
22688,33.998807,-80.988679,88.1,-0.66
22689,33.998807,-80.988679,88.1,-0.66
22690,33.998807,-80.988679,88.1,-0.66
22691,33.998807,-80.988679,88.1,-0.66
22692,33.998807,-80.988679,88.1,-0.66
22693,33.998807,-80.988679,88.1,-0.66
22694,33.998807,-80.988679,88.1,-0.66
22695,33.998807,-80.988679,88.1,-0.66
22696,33.998807,-80.988679,88.1,-0.66
22697,33.998807,-80.988679,88.1,-0.66
22698,33.998807,-80.988679,88.1,-0.66
22699,33.998807,-80.988679,88.1,-0.66
22700,33.998807,-80.988679,88.1,-0.66
22701,33.998807,-80.988679,88.1,-0.66
22702,33.998807,-80.988679,88.1,-0.66
22703,33.998807,-80.988679,88.1,-0.66
22704,33.998807,-80.988679,88.1,-0.66
22705,33.998807,-80.988679,88.1,-0.66
22706,33.998807,-80.988679,88.1,-0.66
22707,33.998807,-80.988679,88.1,-0.66
22708,33.998807,-80.988679,88.1,-0.66
22709,33.998807,-80.988679,88.1,-0.66
22710,33.998807,-80.988679,88.1,-0.66
22711,33.998807,-80.988679,88.1,-0.66
22712,33.998807,-80.988679,88.1,-0.66
22713,33.998807,-80.988679,88.1,-0.66
22714,33.998807,-80.988679,88.1,-0.66
22715,33.998807,-80.988679,88.1,-0.66
22716,33.998807,-80.988679,88.1,-0.66
22717,33.998807,-80.988679,88.1,-0.66
22718,33.998807,-80.988679,88.1,-0.66
22719,33.998807,-80.988679,88.1,-0.66
22720,33.998807,-80.988679,88.1,-0.66
22721,33.998807,-80.988679,88.1,-0.66
22722,33.998807,-80.988679,88.1,-0.66
22723,33.998807,-80.988679,88.1,-0.66
22724,33.998807,-80.988679,88.1,-0.66
22725,33.998807,-80.988679,88.1,-0.66
22726,33.998807,-80.988679,88.1,-0.66
22727,33.998807,-80.988679,88.1,-0.66
22728,33.998807,-80.988679,88.1,-0.66
22729,33.998807,-80.988679,88.1,-0.66
22730,33.998808,-80.988626,88.1,-0.72
22731,33.998808,-80.988626,88.1,-0.72
22732,33.998808,-80.988626,88.1,-0.72
22733,33.998808,-80.988626,88.1,-0.72
22734,33.998808,-80.988626,88.1,-0.72
22735,33.998808,-80.988626,88.1,-0.72
22736,33.998808,-80.988626,88.1,-0.72
22737,33.998808,-80.988626,88.1,-0.72
22738,33.998808,-80.988626,88.1,-0.72
22739,33.998808,-80.988626,88.1,-0.72
22740,33.998808,-80.988626,88.1,-0.72
22741,33.998808,-80.988626,88.1,-0.72
22742,33.998808,-80.988626,88.1,-0.72
22743,33.998808,-80.988626,88.1,-0.72
22744,33.998808,-80.988626,88.1,-0.72
22745,33.998808,-80.988626,88.1,-0.72
22746,33.998808,-80.988626,88.1,-0.72
22747,33.998808,-80.988626,88.1,-0.72
22748,33.998808,-80.988626,88.1,-0.72
22749,33.998808,-80.988626,88.1,-0.72
22750,33.998808,-80.988626,88.1,-0.72
22751,33.998808,-80.988626,88.1,-0.72
22752,33.998808,-80.988626,88.1,-0.72
22753,33.998808,-80.988626,88.1,-0.72
22754,33.998808,-80.988626,88.1,-0.72
22755,33.998808,-80.988626,88.1,-0.72
22756,33.998808,-80.988626,88.1,-0.72
22757,33.998808,-80.988626,88.1,-0.72
22758,33.998808,-80.988626,88.1,-0.72
22759,33.998808,-80.988626,88.1,-0.72
22760,33.998808,-80.988626,88.1,-0.72
22761,33.998808,-80.988626,88.1,-0.72
22762,33.998808,-80.988626,88.1,-0.72
22763,33.998808,-80.988626,88.1,-0.72
22764,33.998808,-80.988626,88.1,-0.72
22765,33.998808,-80.988626,88.1,-0.72
22766,33.998808,-80.988626,88.1,-0.72
22767,33.998808,-80.988626,88.1,-0.72
22768,33.998808,-80.988626,88.1,-0.72
22769,33.998808,-80.988626,88.1,-0.72
22770,33.998808,-80.988626,88.1,-0.72
22771,33.998808,-80.988626,88.1,-0.72
22772,33.998808,-80.988626,88.1,-0.72
22773,33.998808,-80.988626,88.1,-0.72
22774,33.998808,-80.988626,88.1,-0.72
22775,33.998808,-80.988626,88.1,-0.72
22776,33.998808,-80.988626,88.1,-0.72
22777,33.998808,-80.988626,88.1,-0.72
22778,33.998809,-80.988576,88.0,-0.72
22779,33.998809,-80.988576,88.0,-0.72
22780,33.998809,-80.988576,88.0,-0.72
22781,33.998809,-80.988576,88.0,-0.72
22782,33.998809,-80.988576,88.0,-0.72
22783,33.998809,-80.988576,88.0,-0.72
22784,33.998809,-80.988576,88.0,-0.72
22785,33.998809,-80.988576,88.0,-0.72
22786,33.998809,-80.988576,88.0,-0.72
22787,33.998809,-80.988576,88.0,-0.72
22788,33.998809,-80.988576,88.0,-0.72
22789,33.998809,-80.988576,88.0,-0.72
22790,33.998809,-80.988576,88.0,-0.72
22791,33.998809,-80.988576,88.0,-0.72
22792,33.998809,-80.988576,88.0,-0.72
22793,33.998809,-80.988576,88.0,-0.72
22794,33.998809,-80.988576,88.0,-0.72
22795,33.998809,-80.988576,88.0,-0.72
22796,33.998809,-80.988576,88.0,-0.72
22797,33.998809,-80.988576,88.0,-0.72
22798,33.998809,-80.988576,88.0,-0.72
22799,33.998809,-80.988576,88.0,-0.72
22800,33.998809,-80.988576,88.0,-0.72
22801,33.998809,-80.988576,88.0,-0.72
22802,33.998809,-80.988576,88.0,-0.72
22803,33.998809,-80.988576,88.0,-0.72
22804,33.998809,-80.988576,88.0,-0.72
22805,33.998809,-80.988576,88.0,-0.72
22806,33.998809,-80.988576,88.0,-0.72
22807,33.998809,-80.988576,88.0,-0.72
22808,33.998809,-80.988576,88.0,-0.72
22809,33.998809,-80.988576,88.0,-0.72
22810,33.998809,-80.988576,88.0,-0.72
22811,33.998809,-80.988576,88.0,-0.72
22812,33.998809,-80.988576,88.0,-0.72
22813,33.998809,-80.988576,88.0,-0.72
22814,33.998809,-80.988576,88.0,-0.72
22815,33.998809,-80.988576,88.0,-0.72
22816,33.998809,-80.988576,88.0,-0.72
22817,33.998809,-80.988576,88.0,-0.72
22818,33.998809,-80.988576,88.0,-0.72
22819,33.998809,-80.988576,88.0,-0.72
22820,33.998809,-80.988576,88.0,-0.72
22821,33.998809,-80.988576,88.0,-0.72
22822,33.998809,-80.988576,88.0,-0.72
22823,33.998809,-80.988576,88.0,-0.72
22824,33.998809,-80.988576,88.0,-0.72
22825,33.998809,-80.988576,88.0,-0.72
22826,33.99881,-80.988529,88.0,-0.72
22827,33.99881,-80.988529,88.0,-0.72
22828,33.99881,-80.988529,88.0,-0.72
22829,33.99881,-80.988529,88.0,-0.72
22830,33.99881,-80.988529,88.0,-0.72
22831,33.99881,-80.988529,88.0,-0.72
22832,33.99881,-80.988529,88.0,-0.72
22833,33.99881,-80.988529,88.0,-0.72
22834,33.99881,-80.988529,88.0,-0.72
22835,33.99881,-80.988529,88.0,-0.72
22836,33.99881,-80.988529,88.0,-0.72
22837,33.99881,-80.988529,88.0,-0.72
22838,33.99881,-80.988529,88.0,-0.72
22839,33.99881,-80.988529,88.0,-0.72
22840,33.99881,-80.988529,88.0,-0.72
22841,33.99881,-80.988529,88.0,-0.72
22842,33.99881,-80.988529,88.0,-0.72
22843,33.99881,-80.988529,88.0,-0.72
22844,33.99881,-80.988529,88.0,-0.72
22845,33.99881,-80.988529,88.0,-0.72
22846,33.99881,-80.988529,88.0,-0.72
22847,33.99881,-80.988529,88.0,-0.72
22848,33.99881,-80.988529,88.0,-0.72
22849,33.99881,-80.988529,88.0,-0.72
22850,33.99881,-80.988529,88.0,-0.72
22851,33.99881,-80.988529,88.0,-0.72
22852,33.99881,-80.988529,88.0,-0.72
22853,33.99881,-80.988529,88.0,-0.72
22854,33.99881,-80.988529,88.0,-0.72
22855,33.99881,-80.988529,88.0,-0.72
22856,33.99881,-80.988529,88.0,-0.72
22857,33.99881,-80.988529,88.0,-0.72
22858,33.99881,-80.988529,88.0,-0.72
22859,33.99881,-80.988529,88.0,-0.72
22860,33.99881,-80.988529,88.0,-0.72
22861,33.99881,-80.988529,88.0,-0.72
22862,33.99881,-80.988529,88.0,-0.72
22863,33.99881,-80.988529,88.0,-0.72
22864,33.99881,-80.988529,88.0,-0.72
22865,33.99881,-80.988529,88.0,-0.72
22866,33.99881,-80.988529,88.0,-0.72
22867,33.99881,-80.988529,88.0,-0.72
22868,33.99881,-80.988529,88.0,-0.72
22869,33.99881,-80.988529,88.0,-0.72
22870,33.99881,-80.988529,88.0,-0.72
22871,33.99881,-80.988529,88.0,-0.72
22872,33.99881,-80.988529,88.0,-0.72
22873,33.99881,-80.988529,88.0,-0.72
22874,33.998818,-80.988481,88.0,0.00
22875,33.998818,-80.988481,88.0,0.00
22876,33.998818,-80.988481,88.0,0.00
22877,33.998818,-80.988481,88.0,0.00
22878,33.998818,-80.988481,88.0,0.00
22879,33.998818,-80.988481,88.0,0.00
22880,33.998818,-80.988481,88.0,0.00
22881,33.998818,-80.988481,88.0,0.00
22882,33.998818,-80.988481,88.0,0.00
22883,33.998818,-80.988481,88.0,0.00
22884,33.998818,-80.988481,88.0,0.00
22885,33.998818,-80.988481,88.0,0.00
22886,33.998818,-80.988481,88.0,0.00
22887,33.998818,-80.988481,88.0,0.00
22888,33.998818,-80.988481,88.0,0.00
22889,33.998818,-80.988481,88.0,0.00
22890,33.998818,-80.988481,88.0,0.00
22891,33.998818,-80.988481,88.0,0.00
22892,33.998818,-80.988481,88.0,0.00
22893,33.998818,-80.988481,88.0,0.00
22894,33.998818,-80.988481,88.0,0.00
22895,33.998818,-80.988481,88.0,0.00
22896,33.998818,-80.988481,88.0,0.00
22897,33.998818,-80.988481,88.0,0.00
22898,33.998818,-80.988481,88.0,0.00
22899,33.998818,-80.988481,88.0,0.00
22900,33.998818,-80.988481,88.0,0.00
22901,33.998818,-80.988481,88.0,0.00
22902,33.998818,-80.988481,88.0,0.00
22903,33.998818,-80.988481,88.0,0.00
22904,33.998818,-80.988481,88.0,0.00
22905,33.998818,-80.988481,88.0,0.00
22906,33.998818,-80.988481,88.0,0.00
22907,33.998818,-80.988481,88.0,0.00
22908,33.998818,-80.988481,88.0,0.00
22909,33.998818,-80.988481,88.0,0.00
22910,33.998818,-80.988481,88.0,0.00
22911,33.998818,-80.988481,88.0,0.00
22912,33.998818,-80.988481,88.0,0.00
22913,33.998818,-80.988481,88.0,0.00
22914,33.998818,-80.988481,88.0,0.00
22915,33.998818,-80.988481,88.0,0.00
22916,33.998818,-80.988481,88.0,0.00
22917,33.998818,-80.988481,88.0,0.00
22918,33.998818,-80.988481,88.0,0.00
22919,33.998818,-80.988481,88.0,0.00
22920,33.998818,-80.988481,88.0,0.00
22921,33.998818,-80.988481,88.0,0.00
22922,33.998827,-80.98843,88.0,0.00
22923,33.998827,-80.98843,88.0,0.00
22924,33.998827,-80.98843,88.0,0.00
22925,33.998827,-80.98843,88.0,0.00
22926,33.998827,-80.98843,88.0,0.00
22927,33.998827,-80.98843,88.0,0.00
22928,33.998827,-80.98843,88.0,0.00
22929,33.998827,-80.98843,88.0,0.00
22930,33.998827,-80.98843,88.0,0.00
22931,33.998827,-80.98843,88.0,0.00
22932,33.998827,-80.98843,88.0,0.00
22933,33.998827,-80.98843,88.0,0.00
22934,33.998827,-80.98843,88.0,0.00
22935,33.998827,-80.98843,88.0,0.00
22936,33.998827,-80.98843,88.0,0.00
22937,33.998827,-80.98843,88.0,0.00
22938,33.998827,-80.98843,88.0,0.00
22939,33.998827,-80.98843,88.0,0.00
22940,33.998827,-80.98843,88.0,0.00
22941,33.998827,-80.98843,88.0,0.00
22942,33.998827,-80.98843,88.0,0.00
22943,33.998827,-80.98843,88.0,0.00
22944,33.998827,-80.98843,88.0,0.00
22945,33.998827,-80.98843,88.0,0.00
22946,33.998827,-80.98843,88.0,0.00
22947,33.998827,-80.98843,88.0,0.00
22948,33.998827,-80.98843,88.0,0.00
22949,33.998827,-80.98843,88.0,0.00
22950,33.998827,-80.98843,88.0,0.00
22951,33.998827,-80.98843,88.0,0.00
22952,33.998827,-80.98843,88.0,0.00
22953,33.998827,-80.98843,88.0,0.00
22954,33.998827,-80.98843,88.0,0.00
22955,33.998827,-80.98843,88.0,0.00
22956,33.998827,-80.98843,88.0,0.00
22957,33.998827,-80.98843,88.0,0.00
22958,33.998827,-80.98843,88.0,0.00
22959,33.998827,-80.98843,88.0,0.00
22960,33.998827,-80.98843,88.0,0.00
22961,33.998827,-80.98843,88.0,0.00
22962,33.998827,-80.98843,88.0,0.00
22963,33.998827,-80.98843,88.0,0.00
22964,33.998827,-80.98843,88.0,0.00
22965,33.998827,-80.98843,88.0,0.00
22966,33.998827,-80.98843,88.0,0.00
22967,33.998827,-80.98843,88.0,0.00
22968,33.998827,-80.98843,88.0,0.00
22969,33.998827,-80.98843,88.0,0.00
22970,33.998834,-80.98838,88.0,-0.69
22971,33.998834,-80.98838,88.0,-0.69
22972,33.998834,-80.98838,88.0,-0.69
22973,33.998834,-80.98838,88.0,-0.69
22974,33.998834,-80.98838,88.0,-0.69
22975,33.998834,-80.98838,88.0,-0.69
22976,33.998834,-80.98838,88.0,-0.69
22977,33.998834,-80.98838,88.0,-0.69
22978,33.998834,-80.98838,88.0,-0.69
22979,33.998834,-80.98838,88.0,-0.69
22980,33.998834,-80.98838,88.0,-0.69
22981,33.998834,-80.98838,88.0,-0.69
22982,33.998834,-80.98838,88.0,-0.69
22983,33.998834,-80.98838,88.0,-0.69
22984,33.998834,-80.98838,88.0,-0.69
22985,33.998834,-80.98838,88.0,-0.69
22986,33.998834,-80.98838,88.0,-0.69
22987,33.998834,-80.98838,88.0,-0.69
22988,33.998834,-80.98838,88.0,-0.69
22989,33.998834,-80.98838,88.0,-0.69
22990,33.998834,-80.98838,88.0,-0.69
22991,33.998834,-80.98838,88.0,-0.69
22992,33.998834,-80.98838,88.0,-0.69
22993,33.998834,-80.98838,88.0,-0.69
22994,33.998834,-80.98838,88.0,-0.69
22995,33.998834,-80.98838,88.0,-0.69
22996,33.998834,-80.98838,88.0,-0.69
22997,33.998834,-80.98838,88.0,-0.69
22998,33.998834,-80.98838,88.0,-0.69
22999,33.998834,-80.98838,88.0,-0.69
23000,33.998834,-80.98838,88.0,-0.69
23001,33.998834,-80.98838,88.0,-0.69
23002,33.998834,-80.98838,88.0,-0.69
23003,33.998834,-80.98838,88.0,-0.69
23004,33.998834,-80.98838,88.0,-0.69
23005,33.998834,-80.98838,88.0,-0.69
23006,33.998834,-80.98838,88.0,-0.69
23007,33.998834,-80.98838,88.0,-0.69
23008,33.998834,-80.98838,88.0,-0.69
23009,33.998834,-80.98838,88.0,-0.69
23010,33.998834,-80.98838,88.0,-0.69
23011,33.998834,-80.98838,88.0,-0.69
23012,33.998834,-80.98838,88.0,-0.69
23013,33.998834,-80.98838,88.0,-0.69
23014,33.998834,-80.98838,88.0,-0.69
23015,33.998834,-80.98838,88.0,-0.69
23016,33.998834,-80.98838,88.0,-0.69
23017,33.998834,-80.98838,88.0,-0.69
23018,33.998848,-80.98833,87.9,-0.69
23019,33.998848,-80.98833,87.9,-0.69
23020,33.998848,-80.98833,87.9,-0.69
23021,33.998848,-80.98833,87.9,-0.69
23022,33.998848,-80.98833,87.9,-0.69
23023,33.998848,-80.98833,87.9,-0.69
23024,33.998848,-80.98833,87.9,-0.69
23025,33.998848,-80.98833,87.9,-0.69
23026,33.998848,-80.98833,87.9,-0.69
23027,33.998848,-80.98833,87.9,-0.69
23028,33.998848,-80.98833,87.9,-0.69
23029,33.998848,-80.98833,87.9,-0.69
23030,33.998848,-80.98833,87.9,-0.69
23031,33.998848,-80.98833,87.9,-0.69
23032,33.998848,-80.98833,87.9,-0.69
23033,33.998848,-80.98833,87.9,-0.69
23034,33.998848,-80.98833,87.9,-0.69
23035,33.998848,-80.98833,87.9,-0.69
23036,33.998848,-80.98833,87.9,-0.69
23037,33.998848,-80.98833,87.9,-0.69
23038,33.998848,-80.98833,87.9,-0.69
23039,33.998848,-80.98833,87.9,-0.69
23040,33.998848,-80.98833,87.9,-0.69
23041,33.998848,-80.98833,87.9,-0.69
23042,33.998848,-80.98833,87.9,-0.69
23043,33.998848,-80.98833,87.9,-0.69
23044,33.998848,-80.98833,87.9,-0.69
23045,33.998848,-80.98833,87.9,-0.69
23046,33.998848,-80.98833,87.9,-0.69
23047,33.998848,-80.98833,87.9,-0.69
23048,33.998848,-80.98833,87.9,-0.69
23049,33.998848,-80.98833,87.9,-0.69
23050,33.998848,-80.98833,87.9,-0.69
23051,33.998848,-80.98833,87.9,-0.69
23052,33.998848,-80.98833,87.9,-0.69
23053,33.998848,-80.98833,87.9,-0.69
23054,33.998848,-80.98833,87.9,-0.69
23055,33.998848,-80.98833,87.9,-0.69
23056,33.998848,-80.98833,87.9,-0.69
23057,33.998848,-80.98833,87.9,-0.69
23058,33.998848,-80.98833,87.9,-0.69
23059,33.998848,-80.98833,87.9,-0.69
23060,33.998848,-80.98833,87.9,-0.69
23061,33.998848,-80.98833,87.9,-0.69
23062,33.998848,-80.98833,87.9,-0.69
23063,33.998848,-80.98833,87.9,-0.69
23064,33.998848,-80.98833,87.9,-0.69
23065,33.998848,-80.98833,87.9,-0.69
23066,33.998864,-80.988285,87.9,-0.69
23067,33.998864,-80.988285,87.9,-0.69
23068,33.998864,-80.988285,87.9,-0.69
23069,33.998864,-80.988285,87.9,-0.69
23070,33.998864,-80.988285,87.9,-0.69
23071,33.998864,-80.988285,87.9,-0.69
23072,33.998864,-80.988285,87.9,-0.69
23073,33.998864,-80.988285,87.9,-0.69
23074,33.998864,-80.988285,87.9,-0.69
23075,33.998864,-80.988285,87.9,-0.69
23076,33.998864,-80.988285,87.9,-0.69
23077,33.998864,-80.988285,87.9,-0.69
23078,33.998864,-80.988285,87.9,-0.69
23079,33.998864,-80.988285,87.9,-0.69
23080,33.998864,-80.988285,87.9,-0.69
23081,33.998864,-80.988285,87.9,-0.69
23082,33.998864,-80.988285,87.9,-0.69
23083,33.998864,-80.988285,87.9,-0.69
23084,33.998864,-80.988285,87.9,-0.69
23085,33.998864,-80.988285,87.9,-0.69
23086,33.998864,-80.988285,87.9,-0.69
23087,33.998864,-80.988285,87.9,-0.69
23088,33.998864,-80.988285,87.9,-0.69
23089,33.998864,-80.988285,87.9,-0.69
23090,33.998864,-80.988285,87.9,-0.69
23091,33.998864,-80.988285,87.9,-0.69
23092,33.998864,-80.988285,87.9,-0.69
23093,33.998864,-80.988285,87.9,-0.69
23094,33.998864,-80.988285,87.9,-0.69
